Epoch,Loss,Cost,Advantage,Time
0,-4.090909957885742,-22.738906860351562,-0.06115615367889404,2.2178142070770264
1,-22.938091278076172,-22.42273712158203,0.1597631871700287,4.097807168960571
2,-109.64002227783203,-23.528255462646484,1.4510715007781982,6.064454078674316
3,-168.32000732421875,-25.019821166992188,2.386789083480835,7.991163969039917
4,-285.5673828125,-24.799705505371094,4.072813987731934,9.812349081039429
5,-129.93975830078125,-23.930908203125,1.8300198316574097,11.668705224990845
6,-73.37222290039062,-22.442657470703125,0.8909960985183716,13.613605260848999
7,-67.20576477050781,-22.43900489807129,0.8827013969421387,15.413136959075928
8,-100.21009826660156,-23.215377807617188,1.304426670074463,17.239322185516357
9,-84.9194107055664,-22.81497573852539,1.1165120601654053,19.006355047225952
10,-56.43401336669922,-22.8916015625,0.7254528999328613,20.613044023513794
11,-57.93239212036133,-22.84522247314453,0.7208250761032104,22.393906116485596
12,-56.37670135498047,-22.460582733154297,0.6438748240470886,24.07992196083069
13,-123.99637603759766,-21.857364654541016,1.6468616724014282,25.712865114212036
14,-15.1792573928833,-22.432151794433594,0.12088616192340851,27.44775104522705
15,-4.5312347412109375,-22.116161346435547,-0.08097261190414429,29.289605140686035
16,-48.371212005615234,-21.270130157470703,0.6027173399925232,31.01201319694519
17,-117.85369110107422,-21.926979064941406,1.6317121982574463,32.62218713760376
18,19.231338500976562,-22.03290557861328,-0.38787412643432617,34.33534598350525
19,-112.69845581054688,-22.117807388305664,1.5699248313903809,36.07135224342346
20,41.872257232666016,-21.290435791015625,-0.7577545642852783,37.85617518424988
21,-82.11530303955078,-21.464065551757812,1.1503863334655762,39.46894598007202
22,126.60237121582031,-20.576557159423828,-1.9176104068756104,41.070457220077515
23,-114.63859558105469,-21.88599395751953,1.628592610359192,42.70470714569092
24,-28.362449645996094,-22.369871139526367,0.31132397055625916,44.28419899940491
25,-116.58560180664062,-22.289976119995117,1.571014642715454,45.89657402038574
26,-1.325063705444336,-22.445749282836914,-0.08414602279663086,47.4514639377594
27,-8.541808128356934,-21.798904418945312,0.054811492562294006,49.04271411895752
28,10.087337493896484,-21.27078628540039,-0.23065432906150818,50.6763231754303
29,-1.6451287269592285,-22.28196907043457,-0.07256707549095154,52.100900173187256
30,0.6477699279785156,-21.83233070373535,-0.13003534078598022,53.46881628036499
31,-24.57162857055664,-22.195995330810547,0.2340947389602661,54.68238806724548
32,-3.62296199798584,-21.51175308227539,-0.061930082738399506,55.834758043289185
33,-12.783205032348633,-21.898710250854492,0.08176863193511963,56.97623109817505
34,-134.47085571289062,-22.2640380859375,1.937807559967041,58.05152606964111
35,-0.9216327667236328,-22.049579620361328,-0.11024492979049683,59.208609104156494
36,-48.43446350097656,-22.388118743896484,0.6028042435646057,60.30528807640076
37,-51.44662094116211,-21.954669952392578,0.6368699073791504,61.42637395858765
38,-20.686437606811523,-21.624469757080078,0.17927232384681702,62.51778793334961
39,6.554926872253418,-21.58490753173828,-0.25490421056747437,63.602373123168945
40,61.34404754638672,-21.83808135986328,-1.0562340021133423,64.76298117637634
41,-7.292275428771973,-21.78179168701172,0.008949033915996552,65.8264970779419
42,-49.791297912597656,-22.06160545349121,0.6730096340179443,66.95953702926636
43,-4.505156517028809,-21.795394897460938,0.029048271477222443,68.14742302894592
44,-25.145477294921875,-22.060508728027344,0.2887365221977234,69.33482217788696
45,-15.56253433227539,-22.036516189575195,0.09294196218252182,70.62620615959167
46,-20.279705047607422,-21.999696731567383,0.19122976064682007,71.78532814979553
47,-17.92800521850586,-22.15346908569336,0.1742301881313324,72.86934423446655
48,-61.30701446533203,-21.896743774414062,0.8664906024932861,74.0833432674408
49,1.5631170272827148,-21.438684463500977,-0.09415809065103531,75.1519570350647
50,-56.20489501953125,-22.636682510375977,0.7166430354118347,76.41284418106079
51,-15.2847900390625,-21.84173583984375,0.09607478976249695,77.47342801094055
52,0.814857006072998,-22.155620574951172,-0.1286509931087494,78.6196722984314
53,-5.670505523681641,-22.084857940673828,-0.03523421287536621,79.65615797042847
54,8.527009010314941,-21.928829193115234,-0.20724283158779144,80.85370302200317
55,-44.43647003173828,-22.182586669921875,0.6567130088806152,81.9199550151825
56,-21.221786499023438,-22.290464401245117,0.24277453124523163,82.93652629852295
57,-7.247730731964111,-22.45893096923828,-0.026761174201965332,84.01129126548767
58,-15.164896011352539,-22.492420196533203,0.18710239231586456,85.0657811164856
59,-8.531810760498047,-22.094606399536133,0.00997266173362732,86.18627309799194
60,-0.4164314270019531,-21.96979522705078,-0.06194835901260376,87.23019123077393
61,-40.022239685058594,-22.541522979736328,0.5999876856803894,88.27736926078796
62,-12.413090705871582,-22.034271240234375,0.15414753556251526,89.2969343662262
63,-4.286856651306152,-22.085765838623047,-0.06631502509117126,90.30635714530945
64,-14.929313659667969,-22.498977661132812,0.18596439063549042,91.42666411399841
65,2.654571533203125,-22.058849334716797,-0.19272860884666443,92.49038124084473
66,-13.199737548828125,-21.638580322265625,0.14801034331321716,93.59485912322998
67,2.956805944442749,-21.78687858581543,-0.15214303135871887,94.61857795715332
68,-7.35601806640625,-21.768516540527344,-0.07851642370223999,95.58811926841736
69,-23.167890548706055,-21.99111557006836,0.29123878479003906,96.70301127433777
70,23.076221466064453,-21.531896591186523,-0.4947919249534607,97.78181099891663
71,-16.52908706665039,-22.168289184570312,0.14178726077079773,98.77842903137207
72,-20.579195022583008,-21.70376968383789,0.21398676931858063,99.81668829917908
73,-17.908769607543945,-21.966955184936523,0.14048752188682556,100.84409403800964
74,-5.613446235656738,-21.980758666992188,-0.025505229830741882,101.96778607368469
75,27.541950225830078,-21.42654037475586,-0.5031458139419556,103.00374007225037
76,-28.985340118408203,-22.224872589111328,0.3110431432723999,104.02035808563232
77,-7.954222202301025,-22.12433624267578,-0.0003514140844345093,104.99322032928467
78,25.44980812072754,-21.543399810791016,-0.5069020986557007,106.0084240436554
79,1.006545066833496,-21.37368392944336,-0.13268133997917175,107.0835473537445
80,-43.15178680419922,-22.130413055419922,0.6470227837562561,108.14214420318604
81,-20.350027084350586,-21.82024383544922,0.18668615818023682,109.11051225662231
82,-5.140076637268066,-22.124839782714844,0.003059014678001404,110.07824897766113
83,-18.21094512939453,-21.824199676513672,0.17831584811210632,111.07048034667969
84,14.077659606933594,-21.34402084350586,-0.3660494387149811,112.17914295196533
85,0.4351731538772583,-21.752954483032227,-0.07748515158891678,113.17627215385437
86,4.015748977661133,-21.683828353881836,-0.16639558970928192,114.1973090171814
87,-21.922950744628906,-21.568195343017578,0.29396092891693115,115.18639707565308
88,-8.175375938415527,-21.987361907958984,0.009856455028057098,116.23535513877869
89,-34.1146354675293,-22.385297775268555,0.4738529324531555,117.3216290473938
90,-19.400291442871094,-21.847591400146484,0.2233792245388031,118.35343909263611
91,-32.56446075439453,-22.267398834228516,0.4074956774711609,119.54361510276794
92,-32.63906478881836,-22.414640426635742,0.4985601305961609,120.6067361831665
93,-39.55788803100586,-22.898754119873047,0.6215665340423584,121.84513998031616
94,-30.327531814575195,-22.360130310058594,0.32555583119392395,122.95957517623901
95,-82.91911315917969,-23.30146026611328,1.457798719406128,124.00860810279846
96,-24.94259262084961,-22.47732925415039,0.4391447901725769,125.0407280921936
97,-51.61102294921875,-22.261985778808594,0.8177691102027893,126.18533992767334
98,-6.763423919677734,-21.787540435791016,0.024486251175403595,127.34209322929382
99,-68.48377227783203,-22.753734588623047,1.1197946071624756,128.37931299209595
100,-61.28102111816406,-23.047218322753906,0.9586524963378906,129.4101860523224
101,22.137670516967773,-22.05731964111328,-0.4651119112968445,130.40469002723694
102,-25.144670486450195,-22.075273513793945,0.31292724609375,131.4668869972229
103,-56.004268646240234,-22.76683807373047,0.9814165234565735,132.59438014030457
104,-23.7185001373291,-22.563907623291016,0.3122095465660095,133.61642217636108
105,-35.50593948364258,-22.67743682861328,0.5080190896987915,134.66085720062256
106,-19.88675308227539,-21.62079620361328,0.24625930190086365,135.67922735214233
107,-39.00441360473633,-22.571674346923828,0.56430584192276,136.7595341205597
108,-43.08613204956055,-22.46651840209961,0.5918125510215759,137.92845225334167
109,1.113452434539795,-21.998552322387695,-0.06541034579277039,138.9260790348053
110,-16.807281494140625,-21.630390167236328,0.16168834269046783,139.91555213928223
111,-14.852691650390625,-21.804027557373047,0.14866307377815247,140.9591109752655
112,-58.94439697265625,-22.559383392333984,0.8521783351898193,141.91203427314758
113,-4.521198272705078,-21.273775100708008,-0.016474902629852295,143.002179145813
114,-31.594541549682617,-21.605819702148438,0.4268646240234375,144.05953001976013
115,-21.404150009155273,-21.997844696044922,0.27672696113586426,145.07047605514526
116,-33.795318603515625,-21.78354263305664,0.4208347797393799,146.11806106567383
117,0.2687220573425293,-21.522789001464844,-0.10327894985675812,147.12107515335083
118,-9.415921211242676,-22.008256912231445,0.06536850333213806,148.31145310401917
