Epoch,Loss,Cost,Advantage,Time
0,161.65560913085938,-24.464893341064453,-1.6357710361480713,6.522244930267334
1,175.72418212890625,-23.33327865600586,-1.8079472780227661,12.70133900642395
2,302.2908935546875,-22.369731903076172,-3.204530715942383,19.009169101715088
3,401.9070739746094,-21.162473678588867,-4.461498737335205,25.281879901885986
4,443.13922119140625,-20.177932739257812,-5.222296714782715,31.493727207183838
5,488.287841796875,-19.12020492553711,-6.147144317626953,37.58647012710571
6,497.93707275390625,-18.747854232788086,-6.617096900939941,43.82697105407715
7,492.24993896484375,-18.185998916625977,-6.834977626800537,49.99442505836487
8,542.0650634765625,-17.57361602783203,-7.9200897216796875,55.96768403053284
9,520.0722045898438,-16.905784606933594,-8.066078186035156,62.126320123672485
10,515.6961669921875,-16.56861114501953,-8.318893432617188,68.22747611999512
11,526.783447265625,-16.075557708740234,-8.79433822631836,74.24446702003479
12,530.234619140625,-15.9161376953125,-9.09804630279541,80.44028615951538
13,530.5769653320312,-15.826422691345215,-9.2942533493042,86.58555293083191
14,519.06591796875,-15.737661361694336,-9.375344276428223,92.5859727859497
15,505.1270446777344,-15.631141662597656,-9.21774673461914,98.68996596336365
16,496.16925048828125,-15.856782913208008,-9.299663543701172,104.77669382095337
17,476.5579833984375,-15.819779396057129,-9.049005508422852,110.80207920074463
18,481.066162109375,-15.85399341583252,-9.27846908569336,116.83480310440063
19,444.78436279296875,-15.802824020385742,-8.832244873046875,122.90509796142578
20,437.6541748046875,-16.185680389404297,-8.59623908996582,128.82151103019714
21,428.452392578125,-15.964140892028809,-8.333903312683105,134.78575611114502
22,401.02276611328125,-16.00726318359375,-8.000455856323242,140.74793314933777
23,377.0770263671875,-16.04262351989746,-7.591212272644043,146.53454899787903
24,344.03997802734375,-16.152507781982422,-6.975893497467041,152.34730577468872
25,338.1173095703125,-16.021270751953125,-6.782427787780762,158.1997721195221
26,321.13134765625,-15.834104537963867,-6.471971035003662,163.87632298469543
27,288.5959167480469,-15.90628719329834,-5.770525932312012,169.5663640499115
28,248.0391845703125,-15.97571086883545,-5.066664695739746,175.17003893852234
29,232.90513610839844,-16.038406372070312,-4.77069091796875,180.52325201034546
30,205.22125244140625,-15.695446014404297,-4.266303062438965,185.92774295806885
31,188.63697814941406,-15.682149887084961,-3.9446561336517334,191.25762391090393
32,161.5818328857422,-15.796401977539062,-3.3099002838134766,196.46392107009888
33,154.66836547851562,-15.500656127929688,-3.1848998069763184,201.67135500907898
34,124.33871459960938,-15.411640167236328,-2.562680721282959,206.85196089744568
35,117.44784545898438,-15.467574119567871,-2.454343795776367,211.99694991111755
36,90.04360961914062,-15.411293029785156,-1.8959126472473145,217.08017086982727
37,77.09661865234375,-15.587075233459473,-1.6162221431732178,222.27261209487915
38,79.97119903564453,-15.485957145690918,-1.6503093242645264,227.38177490234375
39,59.80413818359375,-15.434309005737305,-1.2208284139633179,232.40153002738953
40,50.15785217285156,-15.393020629882812,-1.071915626525879,237.6151111125946
41,44.17344665527344,-15.273709297180176,-0.9266183972358704,242.8354411125183
42,35.27510070800781,-15.417299270629883,-0.7383555173873901,247.91748118400574
43,34.01470184326172,-15.278087615966797,-0.7025200128555298,253.1037609577179
44,32.41490936279297,-15.179027557373047,-0.6857070326805115,258.25088596343994
45,21.29646873474121,-15.105226516723633,-0.46367743611335754,263.29326820373535
46,17.29053497314453,-15.194618225097656,-0.37517738342285156,268.38793897628784
47,10.95026969909668,-15.195897102355957,-0.25521811842918396,273.51745200157166
48,18.25710678100586,-14.857958793640137,-0.40740033984184265,278.5669448375702
