Epoch,Loss,Cost,Advantage,Time
0,-190.3657989501953,-30.381269454956055,1.3832964897155762,3.7126572132110596
1,-42.51498031616211,-29.95612907409668,0.2719433903694153,7.5883471965789795
2,8.759507179260254,-29.03893280029297,-0.11604507267475128,11.165151119232178
3,39.75764083862305,-28.96688461303711,-0.344155490398407,14.530761003494263
4,-14.74583625793457,-29.512836456298828,0.07743752002716064,17.956311225891113
5,70.29454040527344,-29.340116500854492,-0.6643822193145752,21.36138916015625
6,76.72892761230469,-29.096107482910156,-0.7217140197753906,24.618338108062744
7,88.80240631103516,-28.65880584716797,-0.7968632578849792,28.14618420600891
8,68.71247100830078,-28.39336585998535,-0.6669390797615051,31.72831106185913
9,196.75772094726562,-28.3347225189209,-1.8508961200714111,35.029184103012085
10,145.98016357421875,-28.8045597076416,-1.43403959274292,37.993765115737915
11,113.19580841064453,-28.731693267822266,-1.1231244802474976,40.79537224769592
12,145.37991333007812,-28.691802978515625,-1.415970802307129,43.813544273376465
13,162.04339599609375,-28.0164794921875,-1.5761888027191162,46.76644515991211
14,139.14215087890625,-28.352752685546875,-1.40160071849823,49.66788101196289
15,166.26319885253906,-28.13096809387207,-1.6701323986053467,52.62486028671265
16,125.62432861328125,-27.92763900756836,-1.223895788192749,55.54698824882507
17,243.66787719726562,-27.621829986572266,-2.398469924926758,58.46009397506714
18,190.74465942382812,-27.81259536743164,-1.9137144088745117,61.667760133743286
19,296.20404052734375,-27.466938018798828,-2.867375612258911,64.46072506904602
20,232.59129333496094,-27.265987396240234,-2.2679271697998047,67.18074917793274
21,263.0213623046875,-27.157249450683594,-2.5492849349975586,70.05288410186768
22,222.36611938476562,-27.625789642333984,-2.181126117706299,72.75676918029785
23,281.1817626953125,-27.243309020996094,-2.7837796211242676,75.52767634391785
24,299.15875244140625,-27.197654724121094,-2.9534687995910645,78.60342621803284
25,260.6123962402344,-27.613304138183594,-2.610644817352295,81.52519130706787
26,224.52276611328125,-27.538095474243164,-2.2354326248168945,84.37034010887146
27,276.42852783203125,-27.476436614990234,-2.7563846111297607,87.28209733963013
28,263.1239929199219,-27.52178382873535,-2.695683002471924,90.28486824035645
29,265.7735900878906,-27.644935607910156,-2.7418551445007324,93.29890632629395
30,207.368408203125,-27.20989990234375,-2.1969642639160156,95.8169572353363
31,240.80410766601562,-27.48674964904785,-2.5028185844421387,98.26982021331787
32,299.5667724609375,-26.850719451904297,-3.12402081489563,100.93056321144104
33,236.38177490234375,-27.35260581970215,-2.544832944869995,103.54424929618835
34,215.28585815429688,-27.39892578125,-2.345954179763794,106.0754942893982
35,199.1041717529297,-27.15983009338379,-2.1170549392700195,108.60048317909241
36,219.69601440429688,-27.15575408935547,-2.4014909267425537,110.98426699638367
37,88.89459991455078,-27.49432373046875,-1.0024540424346924,113.39599514007568
